record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Other_students_kind_and_helpful,Parents_understand_problems,Were_underweight,Were_overweight,score
480,0,0,0,14 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Rarely,0,0,7
481,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,0,4
483,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
484,0,0,0,15 years old,1,2 or 3 times,1 to 3 times,Never,3 or more,Sometimes,Most of the time,0,0,6
485,1,0,1,16 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Never,0,0,70
487,1,1,0,15 years old,0,10 or more times,8 to 11 times,Always,1,Sometimes,Rarely,0,0,79
489,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
490,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,7
491,1,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,38
492,0,0,0,14 years old,0,1 time,1 to 3 times,Never,3 or more,Sometimes,Most of the time,0,0,5
493,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,0,1,6
496,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,9
497,0,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,9
498,1,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Never,0,0,37
499,0,0,0,15 years old,0,0 times,0 times,Sometimes,1,Always,Always,0,0,4
500,0,1,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
501,0,1,0,15 years old,0,1 time,1 to 3 times,Sometimes,3 or more,Rarely,Rarely,0,1,38
502,0,1,1,17 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,68
503,0,0,0,15 years old,1,0 times,0 times,Sometimes,0,Most of the time,Rarely,0,0,11
504,0,0,0,17 years old,1,0 times,12 or more times,Always,1,Always,Never,0,0,14
505,1,1,1,16 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Most of the time,Never,0,0,101
506,0,0,0,16 years old,0,0 times,0 times,Sometimes,2,Sometimes,Always,0,0,5
507,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,5
508,0,0,0,17 years old,0,0 times,0 times,Never,1,Most of the time,Always,0,0,5
510,0,0,0,16 years old,0,0 times,0 times,Never,2,Sometimes,Rarely,0,1,6
511,1,1,0,16 years old,0,6 or 7 times,8 to 11 times,Most of the time,2,Rarely,Never,0,0,76
512,0,0,0,16 years old,1,0 times,0 times,Rarely,2,Always,Never,0,0,6
513,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,1,9
514,1,1,1,14 years old,1,10 or more times,1 to 3 times,Sometimes,2,Rarely,Never,0,1,104
516,0,1,0,14 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Rarely,0,1,35
520,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,4
524,0,1,1,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,64
525,0,0,0,13 years old,0,0 times,0 times,Sometimes,2,Most of the time,Always,0,0,6
527,1,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Always,Rarely,0,0,34
528,0,0,0,14 years old,1,0 times,1 to 3 times,Never,1,Sometimes,Never,0,1,9
529,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,0,5
530,1,1,1,14 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Rarely,Never,0,1,99
533,0,0,1,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,36
534,0,0,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,8
536,0,0,0,13 years old,1,1 time,1 to 3 times,Never,3 or more,Always,Always,0,0,2
541,1,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Never,0,0,37
543,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
546,0,0,0,15 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Never,0,1,8
550,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
556,0,0,0,14 years old,0,0 times,0 times,Never,2,Sometimes,Sometimes,0,0,5
557,1,1,0,15 years old,0,0 times,0 times,Always,3 or more,Rarely,Sometimes,0,0,67
558,1,1,0,13 years old,0,0 times,0 times,Always,3 or more,Rarely,Never,0,0,69
560,0,1,1,15 years old,1,0 times,0 times,Never,3 or more,Always,Most of the time,0,0,61
564,0,0,0,13 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Never,Always,0,1,7
567,0,0,1,13 years old,1,1 time,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,1,39
569,0,0,0,13 years old,0,0 times,0 times,Never,2,Rarely,Always,0,0,2
572,0,0,0,14 years old,1,1 time,1 to 3 times,Most of the time,3 or more,Rarely,Always,0,0,6
573,0,0,0,14 years old,0,0 times,0 times,Sometimes,2,Never,Most of the time,0,0,8
574,1,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,1,98
575,1,1,1,14 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,1,98
577,0,0,0,14 years old,1,0 times,0 times,Never,0,Most of the time,Always,0,1,6
585,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Never,Always,0,0,4
586,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,0,4
592,0,0,1,13 years old,1,1 time,1 to 3 times,Rarely,3 or more,Never,Never,0,0,41
600,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,1,8
603,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,3
604,1,1,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Never,Rarely,0,0,69
605,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Most of the time,0,0,3
607,0,0,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Never,Always,0,0,36
611,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,0,3
612,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
613,0,0,0,16 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Rarely,0,0,9
615,0,1,0,15 years old,0,1 time,1 to 3 times,Always,3 or more,Rarely,Never,0,1,41
616,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Rarely,Sometimes,0,1,3
620,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,1,8
622,0,0,1,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Never,0,1,36
623,0,0,0,14 years old,0,0 times,0 times,Most of the time,1,Rarely,Rarely,0,1,9
624,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
625,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
626,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
627,0,0,0,17 years old,1,0 times,12 or more times,Sometimes,0,Sometimes,Rarely,0,0,14
628,0,0,0,15 years old,0,0 times,1 to 3 times,Never,2,Sometimes,Rarely,0,0,7
629,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Sometimes,0,0,5
638,0,0,0,17 years old,1,1 time,1 to 3 times,Never,3 or more,Sometimes,Rarely,0,0,7
639,0,0,1,14 years old,0,0 times,0 times,Rarely,3 or more,Never,Never,0,0,39
643,0,0,0,16 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,7
645,1,1,1,16 years old,0,0 times,0 times,Rarely,2,Most of the time,Always,0,0,95
650,1,1,0,14 years old,0,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,62
656,1,0,1,14 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,1,68
660,0,0,0,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,8
661,1,0,1,17 years old,0,6 or 7 times,0 times,Rarely,1,Sometimes,Always,0,1,69
662,0,0,0,16 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Never,0,0,9
664,0,0,0,16 years old,0,0 times,0 times,Never,2,Most of the time,Always,0,1,4
665,0,0,0,16 years old,1,0 times,4 to 7 times,Rarely,3 or more,Sometimes,Rarely,0,1,8
669,0,1,1,16 years old,1,0 times,1 to 3 times,Never,3 or more,Sometimes,Sometimes,1,0,65
670,0,1,0,17 years old,1,1 time,0 times,Rarely,3 or more,Rarely,Always,0,1,33
671,0,0,0,17 years old,1,2 or 3 times,1 to 3 times,Sometimes,3 or more,Always,Sometimes,0,0,7
672,0,0,0,17 years old,0,1 time,1 to 3 times,Most of the time,2,Rarely,Sometimes,0,0,9
673,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,1,4
674,0,0,1,15 years old,0,2 or 3 times,1 to 3 times,Sometimes,2,Always,Most of the time,0,1,37
675,0,0,0,15 years old,1,0 times,1 to 3 times,Sometimes,2,Rarely,Rarely,0,1,8
676,0,0,0,15 years old,1,0 times,0 times,Sometimes,1,Sometimes,Always,0,0,6
677,0,1,1,15 years old,1,1 time,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,69
678,1,1,0,17 years old,1,2 or 3 times,1 to 3 times,Sometimes,3 or more,Always,Most of the time,0,1,66
679,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
680,0,0,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Never,0,0,6
681,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,2,Sometimes,Never,0,1,9
683,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,1,4
685,0,1,1,16 years old,1,1 time,4 to 7 times,Sometimes,3 or more,Rarely,Rarely,0,1,69
687,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Never,Never,0,0,9
688,1,1,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Most of the time,0,1,65
690,0,0,0,15 years old,1,0 times,1 to 3 times,Never,2,Never,Never,0,1,10
693,0,0,0,16 years old,1,1 time,0 times,Rarely,2,Most of the time,Always,0,0,6
695,0,0,1,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,37
698,0,0,0,16 years old,1,0 times,0 times,Sometimes,0,Never,Rarely,0,1,12
699,0,1,1,17 years old,0,0 times,0 times,Most of the time,1,Rarely,Rarely,0,1,69
700,0,0,1,15 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Never,0,1,36
701,1,1,1,17 years old,1,1 time,1 to 3 times,Sometimes,3 or more,Rarely,Rarely,0,0,98
702,0,0,0,15 years old,0,0 times,0 times,Always,2,Most of the time,Never,0,0,12
704,0,0,0,17 years old,1,2 or 3 times,1 to 3 times,Never,3 or more,Most of the time,Sometimes,0,1,8
705,1,1,0,17 years old,1,0 times,1 to 3 times,Always,3 or more,Rarely,Never,0,0,70
706,0,0,0,16 years old,0,0 times,1 to 3 times,Always,3 or more,Sometimes,Always,0,1,7
708,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
714,0,1,1,17 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Always,Never,0,1,68
715,0,0,0,17 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Never,0,0,10
717,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,1,8
718,0,1,0,17 years old,1,1 time,1 to 3 times,Never,1,Rarely,Rarely,0,0,38
719,1,0,1,16 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Always,Rarely,0,1,66
720,0,0,0,16 years old,0,1 time,0 times,Sometimes,2,Most of the time,Most of the time,0,0,8
721,0,0,1,17 years old,0,0 times,0 times,Always,3 or more,Sometimes,Never,0,0,40
723,0,0,0,17 years old,1,0 times,0 times,Always,2,Always,Never,0,1,9
724,0,0,0,16 years old,1,2 or 3 times,0 times,Always,0,Sometimes,Never,0,0,15
727,0,0,0,17 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Never,0,1,8
729,1,1,0,17 years old,1,0 times,0 times,Rarely,1,Most of the time,Never,0,0,70
730,0,0,1,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,35
734,0,0,0,17 years old,0,0 times,0 times,Sometimes,1,Never,Never,0,0,12
735,0,1,0,16 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,37
746,1,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,32
749,1,1,1,13 years old,1,4 or 5 times,1 to 3 times,Never,3 or more,Sometimes,Sometimes,0,1,98
751,0,0,0,13 years old,1,0 times,0 times,Never,1,Never,Never,0,1,10
754,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,9
757,1,0,1,16 years old,1,0 times,4 to 7 times,Never,3 or more,Never,Never,0,0,70
758,0,0,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,0,5
759,0,0,0,13 years old,0,0 times,0 times,Never,1,Rarely,Always,0,1,3
761,0,1,0,13 years old,1,0 times,1 to 3 times,Sometimes,2,Rarely,Never,0,1,39
766,0,0,1,14 years old,0,1 time,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,38
768,0,1,0,13 years old,0,1 time,0 times,Rarely,3 or more,Rarely,Rarely,0,0,36
774,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,2
775,1,1,1,16 years old,1,10 or more times,4 to 7 times,Sometimes,3 or more,Sometimes,Never,1,0,105
776,0,0,1,15 years old,0,1 time,1 to 3 times,Most of the time,3 or more,Most of the time,Most of the time,0,1,39
778,0,0,0,17 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
780,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
782,1,1,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,1,65
783,0,0,0,14 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,6
786,0,0,1,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,1,37
787,0,0,1,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,1,36
788,0,0,1,15 years old,1,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,0,37
790,0,1,1,16 years old,1,10 or more times,12 or more times,Always,3 or more,Never,Rarely,0,0,80
791,0,0,0,15 years old,0,0 times,0 times,Most of the time,1,Rarely,Never,0,0,10
793,0,0,0,14 years old,0,0 times,1 to 3 times,Rarely,3 or more,Most of the time,Always,0,0,5
794,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Never,Always,0,0,6
796,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Sometimes,Rarely,0,1,6
797,0,1,1,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Rarely,0,0,67
800,0,1,1,14 years old,0,1 time,1 to 3 times,Never,2,Sometimes,Sometimes,0,0,67
806,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
809,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Never,Always,0,0,5
812,0,1,1,15 years old,0,1 time,1 to 3 times,Always,2,Most of the time,Never,0,1,74
813,1,1,1,15 years old,1,10 or more times,8 to 11 times,Always,0,Never,Never,0,1,113
814,0,1,1,16 years old,1,1 time,0 times,Sometimes,2,Rarely,Most of the time,0,0,66
815,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Always,Never,0,0,4
816,0,1,1,15 years old,1,2 or 3 times,1 to 3 times,Most of the time,3 or more,Rarely,Most of the time,0,1,68
817,0,1,1,16 years old,0,1 time,1 to 3 times,Most of the time,3 or more,Most of the time,Rarely,0,1,71
818,0,0,0,17 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Always,Most of the time,1,0,4
819,1,1,0,15 years old,0,2 or 3 times,0 times,Most of the time,3 or more,Rarely,Never,0,0,70
820,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,1,5
821,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
824,0,0,0,16 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Rarely,0,0,8
825,0,0,0,16 years old,0,10 or more times,12 or more times,Rarely,3 or more,Always,Never,0,1,14
827,1,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,1,33
828,1,1,1,16 years old,0,0 times,0 times,Most of the time,3 or more,Rarely,Sometimes,0,0,96
829,0,1,1,16 years old,1,0 times,0 times,Most of the time,3 or more,Rarely,Rarely,0,1,67
830,0,0,0,17 years old,1,0 times,4 to 7 times,Never,3 or more,Always,Always,0,0,2
831,1,1,1,15 years old,1,8 or 9 times,8 to 11 times,Always,1,Never,Never,0,0,112
832,0,0,0,15 years old,0,0 times,0 times,Always,3 or more,Most of the time,Sometimes,0,0,9
833,1,1,1,15 years old,0,0 times,0 times,Rarely,3 or more,Never,Always,0,0,95
834,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,4
836,1,0,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,1,66
838,1,1,0,17 years old,0,2 or 3 times,1 to 3 times,Most of the time,3 or more,Sometimes,Never,0,0,72
839,1,1,1,17 years old,0,1 time,0 times,Sometimes,3 or more,Most of the time,Never,0,0,100
840,0,0,0,17 years old,1,2 or 3 times,1 to 3 times,Most of the time,2,Rarely,Always,0,0,8
842,0,0,0,17 years old,0,0 times,0 times,Sometimes,2,Always,Never,0,0,7
844,0,0,0,16 years old,0,0 times,1 to 3 times,Never,0,Never,Rarely,1,0,11
845,1,1,0,17 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Rarely,1,0,68
846,1,0,0,16 years old,0,0 times,0 times,Sometimes,2,Rarely,Always,0,0,34
847,0,0,0,16 years old,0,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,1,8
848,0,0,1,16 years old,1,1 time,1 to 3 times,Never,2,Sometimes,Most of the time,0,0,36
850,0,1,1,13 years old,0,10 or more times,0 times,Always,3 or more,Always,Never,0,0,73
851,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,1,0,4
856,0,0,0,13 years old,1,1 time,1 to 3 times,Never,3 or more,Never,Never,0,0,10
857,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Rarely,Sometimes,0,1,3
863,1,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,30
865,1,0,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Never,Sometimes,0,0,39
868,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,1,4
872,0,0,0,13 years old,0,0 times,0 times,Always,3 or more,Most of the time,Rarely,0,0,10
873,0,0,0,14 years old,0,0 times,1 to 3 times,Rarely,3 or more,Never,Always,0,0,6
874,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,1,6
875,0,0,0,14 years old,0,0 times,0 times,Sometimes,0,Never,Most of the time,0,0,10
877,0,1,1,13 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Rarely,Rarely,0,0,68
878,0,1,1,13 years old,0,0 times,1 to 3 times,Most of the time,3 or more,Rarely,Never,1,0,69
879,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,1,5
880,1,1,0,16 years old,0,2 or 3 times,0 times,Always,1,Never,Never,0,0,76
881,1,0,0,13 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Rarely,0,1,39
882,0,0,0,17 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,1,0
883,1,1,1,14 years old,0,0 times,0 times,Always,0,Rarely,Never,0,1,102
885,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,1,0
887,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Never,Most of the time,0,0,6
888,0,0,0,15 years old,1,2 or 3 times,0 times,Sometimes,3 or more,Sometimes,Never,0,0,10
889,0,0,1,14 years old,1,1 time,0 times,Never,3 or more,Sometimes,Never,0,1,37
890,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,1,4
891,0,0,0,15 years old,0,2 or 3 times,0 times,Always,3 or more,Rarely,Never,0,1,11
893,1,1,1,14 years old,0,0 times,0 times,Most of the time,1,Never,Sometimes,0,0,101
894,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Rarely,0,1,5
895,1,1,1,14 years old,0,1 time,1 to 3 times,Always,0,Rarely,Never,0,0,104
896,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,2
897,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Never,0,1,8
900,1,1,0,15 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Always,Sometimes,0,0,65
903,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Never,Always,0,1,6
905,0,0,1,16 years old,1,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,32
906,0,0,0,15 years old,1,0 times,0 times,Rarely,0,Sometimes,Always,0,0,6
907,0,0,0,15 years old,0,2 or 3 times,1 to 3 times,Most of the time,3 or more,Sometimes,Sometimes,1,0,10
908,1,1,1,14 years old,0,0 times,1 to 3 times,Always,3 or more,Sometimes,Rarely,0,1,100
909,0,0,1,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,0,0,36
910,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,1,0,3
911,0,0,0,14 years old,0,0 times,1 to 3 times,Sometimes,2,Sometimes,Sometimes,0,0,8
912,0,0,0,16 years old,1,8 or 9 times,0 times,Never,3 or more,Sometimes,Always,0,0,7
913,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Never,Never,0,1,8
914,1,0,0,14 years old,1,4 or 5 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,1,38
915,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Never,0,0,8
918,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Never,Never,0,1,8
919,0,0,0,16 years old,1,0 times,0 times,Never,1,Rarely,Never,0,0,7
921,0,0,1,15 years old,0,1 time,0 times,Never,0,Sometimes,Most of the time,0,0,37
923,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Most of the time,0,1,3
924,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Never,Rarely,0,1,8
925,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Rarely,0,0,3
926,1,0,0,13 years old,0,0 times,0 times,Sometimes,2,Sometimes,Sometimes,0,0,37
