record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Other_students_kind_and_helpful,Parents_understand_problems,Were_underweight,Were_overweight,score
12740,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
12743,1,1,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,65
12744,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
12747,0,0,1,13 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
12748,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
12749,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
12750,0,0,0,13 years old,0,0 times,0 times,Never,2,Sometimes,Most of the time,0,0,4
12751,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Rarely,Rarely,0,0,4
12753,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,0,3
12756,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,1,5
12757,0,1,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,66
12758,0,1,0,14 years old,0,0 times,0 times,Most of the time,2,Sometimes,Most of the time,0,0,37
12759,0,1,1,14 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Never,0,1,69
12760,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Rarely,0,1,5
12761,1,0,0,14 years old,0,1 time,0 times,Never,3 or more,Always,Always,0,1,31
12762,1,0,1,13 years old,0,4 or 5 times,12 or more times,Most of the time,3 or more,Always,Never,0,1,74
12763,1,0,0,13 years old,0,0 times,12 or more times,Sometimes,1,Sometimes,Rarely,0,0,43
12765,1,0,0,13 years old,1,2 or 3 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,38
12767,0,0,0,14 years old,1,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,1,5
12769,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
12770,1,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Always,0,0,34
12771,0,0,0,14 years old,0,0 times,0 times,Rarely,2,Most of the time,Rarely,0,0,8
12772,1,1,0,14 years old,0,2 or 3 times,0 times,Most of the time,3 or more,Most of the time,Sometimes,0,0,70
12773,1,1,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Rarely,0,0,66
12774,0,0,1,14 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,0,36
12775,0,1,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Never,0,0,39
12776,0,0,1,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,34
12778,1,1,1,14 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Rarely,0,0,99
12780,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,4
12781,0,1,0,16 years old,1,1 time,1 to 3 times,Rarely,3 or more,Most of the time,Most of the time,0,0,37
12782,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Most of the time,0,1,1
12783,1,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,34
12784,0,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Rarely,0,0,7
12785,0,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,65
12786,0,0,0,14 years old,0,1 time,0 times,Sometimes,1,Most of the time,Rarely,0,1,11
12787,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
12788,0,0,1,14 years old,1,0 times,1 to 3 times,Most of the time,3 or more,Never,Never,0,0,42
12789,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Never,0,0,6
12790,1,0,0,14 years old,0,1 time,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,37
12791,0,0,0,14 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,1,2
12792,1,1,1,15 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Most of the time,0,0,95
12793,0,0,0,14 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Sometimes,0,1,7
12794,0,0,0,16 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,7
12796,0,0,1,16 years old,0,0 times,0 times,Most of the time,3 or more,Sometimes,Rarely,0,0,38
12797,0,1,0,15 years old,0,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,0,35
12800,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Always,Always,0,0,2
12801,1,1,1,15 years old,0,0 times,0 times,Most of the time,2,Sometimes,Never,0,0,100
12802,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
12803,0,1,0,15 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,1,32
12805,0,0,1,15 years old,0,0 times,1 to 3 times,Rarely,3 or more,Always,Never,0,0,36
12807,0,1,1,15 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Never,0,0,67
12808,0,0,0,17 years old,1,0 times,0 times,Never,2,Never,Never,0,1,9
12810,0,1,0,15 years old,1,2 or 3 times,0 times,Never,1,Sometimes,Rarely,0,0,39
12811,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,0,5
12813,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
12814,0,1,0,15 years old,0,1 time,0 times,Sometimes,2,Most of the time,Rarely,0,0,40
12815,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
12817,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
12818,0,0,0,17 years old,0,0 times,0 times,Never,2,Sometimes,Always,0,0,3
12819,0,1,0,17 years old,0,0 times,0 times,Sometimes,2,Always,Always,0,0,33
12820,0,0,1,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,0,35
12821,0,0,0,16 years old,0,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,0,7
12823,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
12824,1,1,1,16 years old,1,0 times,0 times,Sometimes,1,Sometimes,Sometimes,0,1,98
12825,0,0,0,16 years old,1,0 times,0 times,Sometimes,2,Always,Sometimes,0,0,5
12827,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
12828,0,1,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,1,36
12830,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,4
12831,0,0,0,16 years old,1,1 time,0 times,Rarely,2,Most of the time,Never,0,0,10
12833,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,1,4
12834,0,1,1,16 years old,0,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,0,68
12835,1,0,0,17 years old,0,0 times,0 times,Sometimes,3 or more,Always,Rarely,0,0,35
12837,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
12838,0,0,0,16 years old,0,0 times,0 times,Never,2,Most of the time,Most of the time,0,0,5
12839,0,0,0,16 years old,0,0 times,0 times,Sometimes,1,Sometimes,Sometimes,0,0,8
12840,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
12842,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,1,3
12850,0,0,0,14 years old,0,0 times,0 times,Always,3 or more,Rarely,Never,0,0,9
12851,0,0,0,14 years old,0,1 time,0 times,Always,3 or more,Rarely,Never,0,0,10
12855,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Rarely,Always,0,0,1
12856,0,0,0,13 years old,0,0 times,1 to 3 times,Sometimes,2,Never,Never,0,0,12
12859,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Never,Always,0,0,4
12861,1,1,0,14 years old,0,0 times,0 times,Always,3 or more,Rarely,Never,0,0,69
12862,0,0,0,13 years old,0,0 times,0 times,Rarely,2,Sometimes,Sometimes,0,0,6
12863,0,0,0,14 years old,0,0 times,1 to 3 times,Rarely,3 or more,Always,Never,0,0,6
12864,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
12865,1,0,1,14 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Rarely,0,0,65
12866,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Sometimes,Rarely,0,0,5
12867,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
12868,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,0,5
12869,0,0,0,13 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Never,0,0,8
12872,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Sometimes,Always,0,0,2
12875,0,0,0,15 years old,1,0 times,4 to 7 times,Never,3 or more,Always,Most of the time,0,0,3
12877,0,0,0,15 years old,1,0 times,0 times,Never,2,Always,Always,0,1,1
12879,0,0,0,15 years old,1,1 time,0 times,Never,3 or more,Most of the time,Sometimes,0,1,6
12881,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Most of the time,Never,0,1,7
12884,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,7
12886,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Rarely,Never,0,0,5
12887,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Rarely,0,0,4
12888,0,0,0,14 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Sometimes,0,1,6
12891,0,0,0,16 years old,1,0 times,12 or more times,Rarely,3 or more,Most of the time,Most of the time,0,0,9
12893,1,1,1,15 years old,0,2 or 3 times,1 to 3 times,Sometimes,2,Sometimes,Never,0,1,102
12895,1,1,1,17 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Sometimes,Always,0,1,95
12896,1,1,1,15 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Always,0,1,94
12898,1,0,1,15 years old,1,0 times,0 times,Rarely,0,Most of the time,Sometimes,0,0,69
12899,0,0,1,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,38
12900,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,1,7
12901,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,3 or more,Most of the time,Always,0,0,5
12902,0,0,1,15 years old,0,0 times,0 times,Sometimes,1,Never,Rarely,0,1,41
12904,1,0,0,15 years old,0,0 times,0 times,Always,3 or more,Always,Never,0,0,38
12905,1,0,1,16 years old,0,1 time,0 times,Most of the time,0,Never,Never,0,0,75
12910,1,1,1,15 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Most of the time,0,1,95
12912,0,0,0,15 years old,0,0 times,0 times,Rarely,2,Most of the time,Most of the time,0,0,6
12913,0,0,1,15 years old,0,1 time,1 to 3 times,Most of the time,3 or more,Most of the time,Sometimes,0,1,40
12914,0,1,1,17 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,68
12915,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
12916,1,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,34
12917,0,0,0,17 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,5
12918,0,0,0,17 years old,1,0 times,0 times,Never,3 or more,Most of the time,Rarely,0,0,6
12920,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
12921,1,0,0,16 years old,0,2 or 3 times,0 times,Sometimes,1,Sometimes,Rarely,0,0,41
12923,0,1,0,16 years old,1,0 times,0 times,Most of the time,2,Most of the time,Never,0,0,41
12928,0,0,1,13 years old,1,0 times,0 times,Sometimes,3 or more,Always,Sometimes,0,0,34
12929,0,1,1,13 years old,1,1 time,1 to 3 times,Rarely,3 or more,Sometimes,Always,0,0,65
12934,0,1,0,13 years old,1,0 times,0 times,Rarely,2,Sometimes,Always,0,0,34
12936,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
12937,1,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,1,36
12939,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
12940,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,0,5
12945,1,0,0,14 years old,1,0 times,0 times,Never,1,Rarely,Most of the time,0,0,34
12946,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,2
12950,0,0,0,14 years old,1,0 times,1 to 3 times,Sometimes,1,Sometimes,Most of the time,0,1,8
12951,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,2
12953,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,2
12955,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,1,3
12956,0,0,0,14 years old,1,0 times,1 to 3 times,Rarely,3 or more,Rarely,Rarely,0,1,6
12957,0,0,0,16 years old,1,0 times,0 times,Rarely,0,Most of the time,Always,0,0,7
12960,0,1,1,14 years old,1,2 or 3 times,1 to 3 times,Rarely,3 or more,Rarely,Sometimes,0,0,67
12962,0,0,0,15 years old,1,0 times,1 to 3 times,Rarely,2,Rarely,Most of the time,0,1,5
12963,0,0,0,14 years old,1,0 times,0 times,Never,2,Sometimes,Always,0,1,3
12966,0,0,0,14 years old,1,0 times,0 times,Rarely,0,Most of the time,Sometimes,0,0,9
12968,0,1,1,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,1,65
12971,0,0,1,14 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Always,0,1,33
12972,0,0,0,14 years old,1,0 times,0 times,Rarely,2,Most of the time,Always,0,1,5
12973,0,0,0,14 years old,1,2 or 3 times,1 to 3 times,Never,1,Always,Most of the time,0,0,6
12974,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Never,0,0,4
12975,0,0,1,14 years old,1,0 times,1 to 3 times,Never,3 or more,Sometimes,Always,0,0,33
12976,0,1,1,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,64
12977,0,1,1,15 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,66
12978,0,0,0,14 years old,1,10 or more times,8 to 11 times,Always,3 or more,Never,Rarely,0,0,19
12980,1,0,0,15 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Most of the time,0,1,33
12981,0,0,0,14 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
12982,1,0,1,14 years old,1,1 time,0 times,Sometimes,0,Sometimes,Never,0,1,72
12983,0,0,0,15 years old,1,4 or 5 times,0 times,Most of the time,1,Rarely,Rarely,1,0,12
12984,1,1,1,13 years old,1,1 time,0 times,Rarely,2,Most of the time,Most of the time,0,0,97
12985,0,0,1,14 years old,1,2 or 3 times,0 times,Sometimes,2,Most of the time,Rarely,0,0,41
12989,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,0,1,2
12990,0,0,0,14 years old,1,0 times,0 times,Never,1,Sometimes,Always,0,0,4
12991,1,0,0,14 years old,0,0 times,0 times,Most of the time,2,Rarely,Never,0,0,39
12993,0,0,1,15 years old,1,2 or 3 times,1 to 3 times,Never,3 or more,Sometimes,Always,0,0,35
12994,1,0,1,15 years old,1,0 times,4 to 7 times,Most of the time,2,Most of the time,Never,0,1,73
12995,0,1,0,15 years old,1,1 time,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,37
12997,1,0,0,16 years old,1,0 times,0 times,Sometimes,0,Rarely,Always,0,0,36
12998,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Never,0,0,8
12999,0,0,0,16 years old,1,0 times,0 times,Sometimes,0,Most of the time,Always,0,1,8
13000,0,0,0,15 years old,1,1 time,0 times,Most of the time,2,Rarely,Always,0,1,6
13001,0,0,0,15 years old,1,4 or 5 times,4 to 7 times,Most of the time,3 or more,Rarely,Most of the time,0,1,10
13002,0,0,0,16 years old,1,0 times,0 times,Sometimes,0,Most of the time,Never,0,0,12
13003,1,1,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,0,68
13005,0,0,0,17 years old,1,1 time,1 to 3 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,8
13006,0,0,0,16 years old,1,0 times,0 times,Never,3 or more,Sometimes,Never,0,0,6
13008,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Sometimes,0,0,4
13010,0,0,1,16 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,34
13014,0,0,1,16 years old,1,0 times,0 times,Sometimes,3 or more,Sometimes,Never,0,0,38
13015,0,0,1,17 years old,1,0 times,4 to 7 times,Sometimes,2,Most of the time,Sometimes,0,1,40
13016,0,0,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Sometimes,Always,0,0,4
13017,0,0,0,16 years old,1,0 times,0 times,Sometimes,2,Most of the time,Most of the time,0,0,7
13020,0,1,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Never,0,0,37
13023,0,0,0,16 years old,1,0 times,0 times,Most of the time,3 or more,Most of the time,Never,0,0,10
13025,0,0,0,16 years old,0,0 times,1 to 3 times,Sometimes,3 or more,Always,Rarely,0,0,6
13026,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,1,6
13027,1,0,1,16 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Most of the time,0,0,67
13028,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Rarely,Sometimes,0,0,4
13029,0,1,0,16 years old,1,1 time,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,35
13030,0,0,0,16 years old,1,0 times,1 to 3 times,Sometimes,2,Sometimes,Most of the time,0,1,7
13031,0,0,1,16 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,34
13032,0,1,1,15 years old,1,0 times,12 or more times,Rarely,3 or more,Rarely,Sometimes,0,1,68
13042,0,0,0,14 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Rarely,Sometimes,0,1,6
13046,0,1,1,13 years old,0,0 times,1 to 3 times,Never,3 or more,Always,Always,0,0,61
13047,1,0,1,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,60
13055,0,1,1,14 years old,1,8 or 9 times,4 to 7 times,Never,3 or more,Rarely,Most of the time,0,1,69
13057,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Rarely,0,0,4
13059,1,1,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Always,0,0,63
13061,1,1,1,15 years old,0,10 or more times,0 times,Most of the time,3 or more,Rarely,Most of the time,0,1,100
13062,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Rarely,Never,0,0,7
13064,0,0,0,14 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Always,0,0,2
13065,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13066,0,0,1,14 years old,0,1 time,1 to 3 times,Most of the time,3 or more,Rarely,Never,0,1,40
13072,0,0,1,14 years old,0,0 times,1 to 3 times,Rarely,1,Never,Never,0,0,42
13075,0,0,0,14 years old,0,0 times,0 times,Sometimes,1,Rarely,Never,0,0,9
13076,1,0,0,14 years old,1,0 times,4 to 7 times,Rarely,1,Never,Never,0,0,43
13085,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Most of the time,0,0,4
13086,0,1,1,15 years old,0,0 times,0 times,Rarely,1,Rarely,Sometimes,0,0,66
13087,0,0,1,16 years old,0,0 times,0 times,Sometimes,1,Rarely,Rarely,0,0,38
13089,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
13090,0,0,0,17 years old,0,4 or 5 times,1 to 3 times,Sometimes,3 or more,Rarely,Sometimes,0,1,9
13092,0,0,0,16 years old,1,0 times,0 times,Sometimes,3 or more,Rarely,Always,0,0,3
13093,0,0,0,15 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Sometimes,Sometimes,0,1,7
13094,1,1,1,15 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Sometimes,0,1,94
13095,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Sometimes,Never,0,1,7
13096,0,0,0,16 years old,1,0 times,1 to 3 times,Rarely,3 or more,Sometimes,Most of the time,0,1,5
13098,0,1,1,16 years old,1,1 time,1 to 3 times,Rarely,0,Rarely,Always,0,0,67
13099,0,0,0,17 years old,1,0 times,12 or more times,Never,3 or more,Sometimes,Always,0,1,6
13102,0,0,0,15 years old,0,0 times,1 to 3 times,Rarely,2,Most of the time,Always,0,0,6
13104,0,0,1,15 years old,0,1 time,1 to 3 times,Most of the time,0,Sometimes,Rarely,0,1,43
13105,0,0,0,15 years old,0,1 time,1 to 3 times,Rarely,3 or more,Rarely,Rarely,0,0,7
13107,0,0,0,15 years old,0,1 time,0 times,Rarely,0,Rarely,Never,0,0,10
13108,0,0,0,17 years old,0,1 time,1 to 3 times,Rarely,3 or more,Rarely,Most of the time,0,0,5
13109,0,0,0,17 years old,1,0 times,1 to 3 times,Never,3 or more,Rarely,Always,0,0,2
13110,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Never,Always,0,0,5
13114,0,1,0,16 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,36
13115,0,0,1,17 years old,0,0 times,0 times,Rarely,2,Rarely,Rarely,0,1,36
13116,0,0,0,17 years old,1,0 times,1 to 3 times,Never,3 or more,Rarely,Rarely,0,0,5
13118,0,0,0,16 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Never,0,1,6
13119,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Rarely,Always,0,0,1
13122,0,0,0,17 years old,1,0 times,0 times,Sometimes,3 or more,Always,Always,0,1,2
13123,1,1,1,14 years old,0,0 times,0 times,Most of the time,3 or more,Always,Always,0,0,93
13124,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Always,0,0,5
13126,0,0,0,13 years old,0,0 times,0 times,Sometimes,2,Always,Always,0,0,3
13127,0,0,0,13 years old,0,0 times,0 times,Never,2,Most of the time,Always,0,0,4
13128,1,0,0,13 years old,1,0 times,0 times,Never,3 or more,Sometimes,Always,1,0,32
13130,0,0,0,14 years old,0,0 times,0 times,Never,2,Most of the time,Always,0,0,4
13131,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Always,1,0,5
13132,1,1,1,13 years old,0,0 times,0 times,Rarely,3 or more,Rarely,Rarely,0,1,95
13133,0,1,0,13 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,38
13134,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Sometimes,Rarely,0,0,6
13136,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Most of the time,Most of the time,0,0,4
13138,0,0,0,13 years old,1,0 times,0 times,Never,3 or more,Most of the time,Sometimes,0,0,5
13140,0,0,0,14 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Sometimes,0,0,6
13141,0,0,0,14 years old,1,0 times,0 times,Rarely,2,Most of the time,Most of the time,0,0,6
13142,0,0,1,13 years old,0,0 times,1 to 3 times,Rarely,3 or more,Most of the time,Sometimes,0,0,37
13144,0,0,0,13 years old,1,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,2
13145,0,0,1,13 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,0,0,31
13146,0,0,0,13 years old,0,0 times,0 times,Rarely,3 or more,Always,Always,1,0,1
13148,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Always,1,0,0
13151,0,0,0,13 years old,0,0 times,0 times,Never,3 or more,Always,Most of the time,1,0,1
13152,0,0,0,13 years old,1,0 times,0 times,Never,2,Most of the time,Always,0,0,4
13153,1,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
13154,1,0,0,13 years old,0,0 times,1 to 3 times,Never,3 or more,Most of the time,Always,0,0,34
13156,0,0,0,13 years old,0,10 or more times,1 to 3 times,Most of the time,3 or more,Never,Never,0,0,17
13161,0,0,0,13 years old,1,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
13162,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13164,1,1,1,14 years old,1,0 times,0 times,Rarely,3 or more,Always,Most of the time,0,0,92
13165,1,1,1,14 years old,1,0 times,0 times,Rarely,3 or more,Most of the time,Most of the time,0,0,95
13166,0,0,0,15 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13167,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13168,0,0,0,14 years old,1,0 times,1 to 3 times,Sometimes,3 or more,Most of the time,Sometimes,0,1,8
13169,0,0,0,14 years old,1,0 times,0 times,Never,3 or more,Rarely,Never,0,1,5
13170,0,0,0,15 years old,0,0 times,0 times,Never,2,Always,Always,0,0,1
13171,0,0,0,14 years old,0,0 times,0 times,Rarely,2,Sometimes,Most of the time,0,0,5
13172,0,0,0,15 years old,0,0 times,0 times,Sometimes,2,Sometimes,Rarely,0,0,8
13173,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13174,0,0,0,14 years old,1,0 times,0 times,Rarely,3 or more,Always,Always,0,0,1
13175,0,1,1,14 years old,1,0 times,0 times,Never,3 or more,Always,Always,0,0,60
13176,0,0,0,14 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,1,0
13177,0,0,0,14 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Most of the time,0,0,6
13178,0,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Rarely,0,0,8
13179,0,0,0,16 years old,1,0 times,0 times,Rarely,3 or more,Sometimes,Sometimes,0,0,5
13180,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Always,Always,0,0,0
13181,0,0,1,16 years old,0,0 times,0 times,Most of the time,0,Sometimes,Always,0,0,38
13183,0,0,0,16 years old,1,0 times,1 to 3 times,Never,3 or more,Sometimes,Sometimes,0,0,5
13184,0,1,0,15 years old,0,0 times,0 times,Most of the time,3 or more,Most of the time,Most of the time,0,0,37
13185,1,0,0,15 years old,0,0 times,0 times,Sometimes,3 or more,Most of the time,Sometimes,0,0,37
13186,0,0,0,16 years old,0,0 times,0 times,Never,3 or more,Most of the time,Always,0,0,3
13187,0,0,0,15 years old,0,0 times,0 times,Rarely,3 or more,Most of the time,Sometimes,0,0,6
13188,0,0,0,15 years old,1,0 times,1 to 3 times,Never,3 or more,Most of the time,Always,0,0,4
13189,1,0,0,15 years old,0,0 times,0 times,Rarely,2,Rarely,Sometimes,0,0,35
13191,0,0,0,15 years old,0,0 times,0 times,Never,3 or more,Sometimes,Sometimes,0,0,4
